"SEQ_ID","REF_TITLE","country","db_xref","host","mol_type","note","organism","specimen_voucher","collected_by","collection_date","identified_by","isolate","isolation_source","culture_collection","strain","clone","environmental_sample","lat_lon","tissue_type","altitude","variety"
"KJ774046","Morphological and molecular identification of microfungi from beach soil","","taxon:326669","","genomic DNA","PCR_primers=fwd_name: ITS1, rev_name: ITS4","Hypoxylon monticulosum","","","","","A1S6-D24","beach soil","","","","","","","",""
"KJ774047","Morphological and molecular identification of microfungi from beach soil","","taxon:326669","","genomic DNA","PCR_primers=fwd_name: ITS1, rev_name: ITS4","Hypoxylon monticulosum","","","","","A2S6-D8","beach soil","","","","","","","",""
"KJ774048","Morphological and molecular identification of microfungi from beach soil","","taxon:326669","","genomic DNA","PCR_primers=fwd_name: ITS1, rev_name: ITS4","Hypoxylon monticulosum","","","","","A2S6-D10","beach soil","","","","","","","",""
"KJ774049","Morphological and molecular identification of microfungi from beach soil","","taxon:326669","","genomic DNA","PCR_primers=fwd_name: ITS1, rev_name: ITS4","Hypoxylon monticulosum","","","","","A2S6-D12","beach soil","","","","","","","",""
"KJ774050","Morphological and molecular identification of microfungi from beach soil","","taxon:326669","","genomic DNA","PCR_primers=fwd_name: ITS1, rev_name: ITS4","Hypoxylon monticulosum","","","","","A3S4-8","beach soil","","","","","","","",""
"KJ810554","Sporothriolide derivatives as chemotaxonomic markers for Hypoxylon monticulosum","","taxon:326669","","genomic DNA","","Hypoxylon monticulosum","","","","","","","MFLUCC:13-0593","","","","","","",""
"KJ810555","Sporothriolide derivatives as chemotaxonomic markers for Hypoxylon monticulosum","","taxon:326669","","genomic DNA","","Hypoxylon monticulosum","","","","","","","MFLUCC:13-0595","","","","","","",""
"KJ810556","Sporothriolide derivatives as chemotaxonomic markers for Hypoxylon monticulosum","","taxon:326669","","genomic DNA","","Hypoxylon monticulosum","","","","","","","MUCL:54604","","","","","","",""
"HE585035","Dark pigmented epifoliar fungi forming sooty patches on trees in a tropical rainwood forest","","taxon:1087405","","genomic DNA","","Xylaria sp. FF-2011","","","","","agrFF1766","","","","","","","","",""
"JN182894","The morphylogy molecule identify of fungi in Sichuan basin","","taxon:37992","","genomic DNA","","Xylaria hypoxylon","","","","","111","","","","","","","","",""
"AF153738","Taxonomic placement of endophytic fungi from Livistona chinensis based on ribosomal DNA sequences","","taxon:127950","","genomic DNA","","xylarialean sp. MS786","","","","","","","","MS786","","","","","",""
"EF488417","Endophytic fungi from pharmaceutical plant, Annona squamosa L.: Isolation, bioactivity, identification and diversity of polyketide synthase gene","China","taxon:434106","Annona squamosa L.","genomic DNA","","Xylaria sp. XL-A45","","","","","","","","A45","","","","","",""
"KF225879","Bacterial and fungal taxon changes in soil microbial community composition induced by short-term biochar amendment in red oxidized loam soil","China","taxon:586223","","genomic DNA","","uncultured Sordariomycetes","","Liao Hu","","","","forest soil","","","Leof90","_no_value","","","",""
"EU687187","Culturing and direct PCR suggest prevalent host generalism among diverse fungal endophytes of tropical forest grasses","","taxon:410823","Pharus latifolius","genomic DNA","","fungal endophyte","","K.L. Higgins","","","905","asymptomatic photosynthetic tissue","","","","","","","",""
"FJ613083","Diversity and evolutionary origins of fungi associated with seeds of a neotropical pioneer tree: a case study for analysing fungal environmental samples","Panama: Barro Colorado Island","taxon:594900","Cecropia insignis","genomic DNA","","fungal sp. ARIZ B504","ARIZ:B504","","","","","a surface-sterilized, ungerminated, and asymptomatic seed of the neotropical pioneer tree following seed incubation in forest soil","","","","","","","",""
"AY315395","Endophytic Xylaria (Xylariaceae) among liverworts and angiosperms: phylogenetics, distribution, and symbiosis","","taxon:246885","Plagiochila virginica (specimen voucher Davis CD369 (DUKE))","genomic DNA","","Xylaria sp. F20","","","","","F20","","","","","","","","",""
"AY315396","Endophytic Xylaria (Xylariaceae) among liverworts and angiosperms: phylogenetics, distribution, and symbiosis","","taxon:246502","Metzgeria furcata (specimen voucher Davis CD369 (DUKE))","genomic DNA","","Xylaria sp. F23","","","","","F23","","","","","","","","",""
"HQ608129","Ecology of microfungal communities in gardens of fungus-growing ants (Hymenoptera: Formicidae): a year-long survey of three species of attine ants in Central Texas","USA: Stengl Biology Station, Texas","taxon:929365","","genomic DNA","isolated during summer season","Xylaria sp. TR119","","","2006","","TR119","Trachymyrmex septentrionalis nest","","","","","","","",""
"KJ508322","Tissue storage and primer selection influence pyrosequencing-based inferences of diversity and community composition of endolichenic and endophytic fungi","USA: Santa Catalina Mountains, Pima Co., Coronado National Forest","taxon:1504629","Peltigera praetextata","genomic DNA","","Sordariomycetes sp. genotype 942 JMUR-2014","ARIZ:ML0125","J.M. U'Ren","Jun-2011","","ML0125","surface-sterilized lichen thallus","","","","","32.75 N 111.24 W","","2444 m.",""
"AY327476","Size and sequence heterogeneity in the ITS1 of Xylaria hypoxylon isolates","","taxon:37992","","genomic DNA","","Xylaria hypoxylon","","","","","","","","F127076","","","","","",""
"EU678660","Diverse Non-mycorrhizal Fungal Endophytes Inhabiting an Epiphytic, Medicinal Orchid (Dendrobium nobile): Estimation and Characterization","","taxon:528983","","genomic DNA","","Xylaria sp. L15","","","","","","","","","","","","","",""
"HQ435665","Endophytic Xylariaceae of Western Ghats, southern India: Diversity and bioactive compounds","","taxon:940153","","genomic DNA","","Sordariomycetes sp. XF9","","","","","XF9","","","","","","","","",""
"KF493860","","","taxon:1420998","","genomic DNA","","Sordariomycetes sp. ENT11","","","","","ENT11","Pterocarpus santalinus","","","","","","","",""
"KF493865","","","taxon:1420999","","genomic DNA","","Sordariomycetes sp. ENT14","","","","","ENT14","Terminalia pallida","","","","","","","",""
"EU747724","Diverse non-mycorrhizal fungal endophytes inhabiting an epiphytic, medicinal orchid (Dendrobium nobile): estimation and characterization","","taxon:541057","","genomic DNA","PCR_primers=fwd_name: ITS1, rev_name: ITS4","Xylaria sp. L4","","","","","","","","L4","","","","","",""
"KF435790","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","Panama","taxon:410823","Olyra latifolia","genomic DNA","collected under permit, Barro Colorado Natural Monument","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK961","","","","","","",""
"AB741581","Comparison of diversity and assemblage of Xylariaceous endophytes between subtropical and temperate forests in Japan","Japan:Okinawa, Yanbaru","taxon:1219215","Alnus japonica","genomic DNA","","Xylariaceae sp. 4Y-Aj5-1","personal:Osono,T.:4Y-Aj5-1","","27-Apr-2010","","","living leaf","","","","","26.73 N 128.22 E","","",""
"EU636700","Endophytic fungi associated with wild rice in China","","taxon:548658","","genomic DNA","PCR_primers=fwd_name: ITS1, rev_name: ITS4","Muscodor sp. S18-3-1","","","","","","","","S18-3-1","","","","","",""
"EU686807","Culturing and direct PCR suggest prevalent host generalism among diverse fungal endophytes of tropical forest grasses","","taxon:410823","Chusquea simpliciflora","genomic DNA","","fungal endophyte","","K.L. Higgins","","","1128","asymptomatic photosynthetic tissue","","","","","","","",""
"EU686810","Culturing and direct PCR suggest prevalent host generalism among diverse fungal endophytes of tropical forest grasses","","taxon:410823","Rhipidocladum racemiflorum","genomic DNA","","fungal endophyte","","K.L. Higgins","","","1155","asymptomatic photosynthetic tissue","","","","","","","",""
"EU686946","Culturing and direct PCR suggest prevalent host generalism among diverse fungal endophytes of tropical forest grasses","","taxon:410823","Oplismenus hirtellus","genomic DNA","","fungal endophyte","","K.L. Higgins","","","1730","asymptomatic photosynthetic tissue","","","","","","","",""
"EU686949","Culturing and direct PCR suggest prevalent host generalism among diverse fungal endophytes of tropical forest grasses","","taxon:410823","Olyra latifolia","genomic DNA","","fungal endophyte","","K.L. Higgins","","","1744","asymptomatic photosynthetic tissue","","","","","","","",""
"EU687035","Culturing and direct PCR suggest prevalent host generalism among diverse fungal endophytes of tropical forest grasses","","taxon:410823","Panicum pilosum","genomic DNA","","fungal endophyte","","K.L. Higgins","","","2161","asymptomatic photosynthetic tissue","","","","","","","",""
"FJ664551","A record of Muscodor strobelii, a novel bioactive endophyte from Malaysia","","taxon:611721","","genomic DNA","","Muscodor sp. WG-2009a","","","","","","","","","","","","","",""
"FJ917287","Muscodor yucatanensis, a new endophytic ascomycete from Mexican chakah, Bursera simaruba","Mexico: Yucatan Peninsula, El Eden Ecological Reserve","taxon:705557","Bursera simaruba (chakah)","genomic DNA","","Muscodor yucatanensis","","","","","","leaf","","B110","","","","","",""
"JQ905634","Sampling effect in estimating tropical fungal endophyte diversity: Are we undersampling?","","taxon:1197677","Hevea brasiliensis","genomic DNA","","Xylariales sp. MX195","","Romina Gazis","","","","sapwood","","MX195","","","","","",""
"KF229762","Three new species of Muscodor isolated from orchids in Yunnan province of southwest China: morphology, physiology, phylogenetic analysis and volatile antimicrobials","China","taxon:1402411","Oberonia mannii","genomic DNA","","Muscodor sp. OM-01","","X.M. Tan and S.X. Guo","","","OM-01","root","","","","","","","",""
"KJ425599","Production and partial purification of phytase by endophytic fungus","Brazil: Minas Gerais","taxon:1489491","coffee arabica","genomic DNA","","Muscodor sp. UBSX","","","","","","leaves","","UBSX","","","","","",""
"GQ848369","Muscodor cinnamomi, a new endophytic species from Cinnamomum bejolghota","Thailand: Doi Suthep-Pui National Park","taxon:676027","Cinnamomum bejolghota","genomic DNA","PCR_primers=fwd_name: ITS4, rev_name: ITS5","Muscodor cinnanomi","","","","","","","","CMU-Cib 461","","","","","",""
"JX089323","Endophytic fungi from medicinal plant","Thailand","taxon:1218483","","genomic DNA","PCR_primers=fwd_name: its5, rev_name: its4","Muscodor sp. CMU-MU3","","","","","","","","CMU-MU3","","","","","",""
"JN558830","Inhibition green mold by Muscordor spp.","Thailand","taxon:1128396","","genomic DNA","PCR_primers=fwd_name: its5, rev_name: its4","Muscodor sp. CMU462","","","","","","Cinnamomum bejolghota","","","","","","","",""
"AF201705","The Phyloecology of Hypoxylon spp. sensu lato using two partial gene sequences","","ATCC:38987;taxon:109358","","genomic DNA","","Biscogniauxia atropunctata","","","","","","","","ATCC38987","","","","","",""
"AJ390412","Phylogenetic study of Hypoxylon and related genera based on ribosomal ITS sequences","","taxon:110532","","genomic DNA","","Biscogniauxia atropunctata var.intermedia","","","","","B70M","","","","","","","mycelium","","intermedia"
"AB255281","Molecular diversity of bamboo-associated fungi isolated from Japan","Japan","taxon:379021","","genomic DNA","","Xylaria sp. JP123","","","","","JP123","bamboo plant","","","","","","","",""
"AB440109","Study of endophytic Xylariaceae in Thailand: diversity and taxonomy inferred from rDNA sequence analyses with saprobes forming fruit bodies in the field","Thailand","taxon:498104","","genomic DNA","xylariaceous endophyte","Xylariaceae sp. BCC 20849","","","","","","leaf of Aglaia elaeagnoidea","","BCC 20849","","","","","",""
"AB462754","Identification of wood decay fungi","","taxon:419776","","genomic DNA","","Xylaria venosula","","","","","","","","PP071022","","","","","",""
"AB462756","Identification of wood decay fungi","","taxon:565976","","genomic DNA","","Biscogniauxia sp. PP071018","","","","","","","","PP071018","","","","","",""
"AB462757","Identification of wood decay fungi","","taxon:419776","","genomic DNA","","Xylaria venosula","","","","","","","","PP071023","","","","","",""
"AF153725","Taxonomic placement of endophytic fungi from Livistona chinensis based on ribosomal DNA sequences","","taxon:127923","","genomic DNA","","Xylaria sp. MS358","","","","","","","","MS358","","","","","",""
"AF153733","Taxonomic placement of endophytic fungi from Livistona chinensis based on ribosomal DNA sequences","","taxon:127970","","genomic DNA","","Xylaria sp. MS370","","","","","","","","MS370","","","","","",""
"DQ022415","Antimicrobial activity of an endophytic Xylaria sp.YX-28 and identification of its antimicrobial compound 7-amino-4-methylcoumarin","","taxon:328377","Ginkgo biloba L.","genomic DNA","fungal endophyte; amplified using primers ITS1 and ITS4","Xylariaceae sp. YX-28","","","","","","","","YX-28","","","","","",""
"DQ094163","Antimicrobial activity and phylogenetic analysis of endophytic fungi from Ginkgo biloba","","taxon:335829","Ginkgo biloba","genomic DNA","fungal endophyte","fungal sp. YX-27","","","","","","","","","","","","","",""
